school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
SOUTH VIEW PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,
SOUTH VIEW PRIMARY SCHOOL,,CLUBS AND SOCIETIES,PHOTOGRAPHIC SOCIETY,
SOUTH VIEW PRIMARY SCHOOL,,UNIFORMED GROUPS,FRISBEE,
SOUTH VIEW PRIMARY SCHOOL,,CLUBS AND SOCIETIES,INFOCOM CLUB,
SOUTH VIEW PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,
SPECTRA SECONDARY SCHOOL,,UNIFORMED GROUPS,WUSHU,
SPECTRA SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,BROWNIES,
SPECTRA SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,STUDENTS' COUNCIL,
SPECTRA SECONDARY SCHOOL,,CLUBS AND SOCIETIES,CHINESE CALLIGRAPHY AND BRUSH PAINTING,
SPECTRA SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,
SPECTRA SECONDARY SCHOOL,,PHYSICAL SPORTS,TABLE TENNIS,
SPRINGDALE PRIMARY SCHOOL,,CLUBS AND SOCIETIES,CHRISTIAN SOCIETY,
SPRINGDALE PRIMARY SCHOOL,,PHYSICAL SPORTS,NETBALL,
SPRINGDALE PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - MALAY,
SPRINGDALE PRIMARY SCHOOL,,PHYSICAL SPORTS,CHINESE SPEECH AND DRAMA CLUB,
SPRINGDALE PRIMARY SCHOOL,,PHYSICAL SPORTS,BASKETBALL,
SPRINGDALE PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
SPRINGDALE PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,BAND - CONCERT,
SPRINGFIELD SECONDARY SCHOOL,,PHYSICAL SPORTS,TRACK & FIELD,
SPRINGFIELD SECONDARY SCHOOL,,PHYSICAL SPORTS,FOOTBALL,
SPRINGFIELD SECONDARY SCHOOL,,PHYSICAL SPORTS,BADMINTON,
SPRINGFIELD SECONDARY SCHOOL,,PHYSICAL SPORTS,SOFTBALL,
SPRINGFIELD SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,
ST. ANDREW'S JUNIOR COLLEGE,,UNIFORMED GROUPS,FRISBEE,
ST. ANDREW'S JUNIOR COLLEGE,,VISUAL AND PERFORMING ARTS,CHOIR,
ST. ANDREW'S JUNIOR COLLEGE,,PHYSICAL SPORTS,WUSHU,
ST. ANDREW'S JUNIOR COLLEGE,,PHYSICAL SPORTS,SCIENCE CLUB,
ST. ANDREW'S JUNIOR COLLEGE,,CLUBS AND SOCIETIES,ROBOTICS CLUB,
ST. ANDREW'S JUNIOR SCHOOL,,CLUBS AND SOCIETIES,INTERACT CLUB,
ST. ANDREW'S JUNIOR SCHOOL,,PHYSICAL SPORTS,FOOTBALL,
ST. ANDREW'S JUNIOR SCHOOL,,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,
ST. ANDREW'S JUNIOR SCHOOL,,PHYSICAL SPORTS,VOLLEYBALL,
ST. ANDREW'S JUNIOR SCHOOL,,CLUBS AND SOCIETIES,COMPUTER CLUB,
ST. ANDREW'S JUNIOR SCHOOL,,PHYSICAL SPORTS,TRACK & FIELD,
ST. ANDREW'S SECONDARY SCHOOL,,CLUBS AND SOCIETIES,BAND - CONCERT,
ST. ANDREW'S SECONDARY SCHOOL,,PHYSICAL SPORTS,BADMINTON,
ST. ANDREW'S SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
ST. ANDREW'S SECONDARY SCHOOL,,PHYSICAL SPORTS,YOUNG JOURNALISTS CLUB,
ST. ANDREW'S SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,
ST. ANDREW'S SECONDARY SCHOOL,,UNIFORMED GROUPS,ST. JOHN BRIGADE,
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,,PHYSICAL SPORTS,FOOTBALL,
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,,UNIFORMED GROUPS,BOYS' BRIGADE,
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,,PHYSICAL SPORTS,FOOTBALL,
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,,PHYSICAL SPORTS,TEN-PIN BOWLING,
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,na
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,na
ST. GABRIEL'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
ST. GABRIEL'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
ST. GABRIEL'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
ST. GABRIEL'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,GOLF,na
ST. GABRIEL'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,MODULAR SPORTS,SPORTS CLUB
ST. GABRIEL'S PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
ST. GABRIEL'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,na
ST. GABRIEL'S PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LEGION OF MARY,CATHOLIC CLUB
ST. GABRIEL'S PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
ST. GABRIEL'S PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,SCIENCE & HORTICULTURE & MATH (SHM)
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,JUDO,na
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,KARATE,na
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,GOLF,na
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,NPCC
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,RED CROSS YOUTH
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC(AIR),NCC (AIR)
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),NCC (LAND)
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,VOCAL ENSEMBLE
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ENSEMBLE
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA AND DEBATE SOCIETY
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,CONCERT BAND
ST. GABRIEL'S SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,INFOCOMM CLUB
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCRABBLE CLUB,na
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,OTHERS,PREFECTORIAL BOARD,STUDENT COUNCILLOR
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,na
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SAILING,na
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,MODULAR SPORTS,SPORTS CLUB
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,STRING ENSEMBLE
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,MODERN DANCE
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA BOX
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHESS CLUB,na
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHRISTIAN FELLOWSHIP,SONSHINE CLUB
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,na
ST. HILDA'S PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOMM CLUB
ST. HILDA'S SECONDARY SCHOOL,,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,
ST. HILDA'S SECONDARY SCHOOL,,PHYSICAL SPORTS,VOLLEYBALL,
ST. HILDA'S SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,
ST. HILDA'S SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,NCC (LAND),
ST. HILDA'S SECONDARY SCHOOL,,PHYSICAL SPORTS,NETBALL,
ST. JOSEPH'S INSTITUTION,,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,
ST. JOSEPH'S INSTITUTION,,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,
ST. JOSEPH'S INSTITUTION,,CLUBS AND SOCIETIES,DEBATING AND ORATORICAL SOCIETY,
ST. JOSEPH'S INSTITUTION,,UNIFORMED GROUPS,GIRLS' BRIGADE,
ST. JOSEPH'S INSTITUTION,,VISUAL AND PERFORMING ARTS,DANCE - MODERN,
ST. JOSEPH'S INSTITUTION,,VISUAL AND PERFORMING ARTS,BAND - BRASS,
ST. JOSEPH'S INSTITUTION JUNIOR,,CLUBS AND SOCIETIES,INNOVATION SOCIETY,
ST. JOSEPH'S INSTITUTION JUNIOR,,PHYSICAL SPORTS,BADMINTON,
ST. JOSEPH'S INSTITUTION JUNIOR,,UNIFORMED GROUPS,TRAMPOLINE,
ST. JOSEPH'S INSTITUTION JUNIOR,,CLUBS AND SOCIETIES,ART AND CRAFT CLUB,
ST. JOSEPH'S INSTITUTION JUNIOR,,VISUAL AND PERFORMING ARTS,BROWNIES,
ST. MARGARET'S PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,
ST. MARGARET'S PRIMARY SCHOOL,,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,
ST. MARGARET'S PRIMARY SCHOOL,,PHYSICAL SPORTS,ENVIRONMENTAL CLUB,
ST. MARGARET'S PRIMARY SCHOOL,,UNIFORMED GROUPS,WUSHU,
ST. MARGARET'S PRIMARY SCHOOL,,UNIFORMED GROUPS,TABLE TENNIS,
ST. MARGARET'S PRIMARY SCHOOL,,PHYSICAL SPORTS,BADMINTON,
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FENCING,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TENNIS,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TEN-PIN BOWLING,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,RED CROSS YOUTH
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LDDS - ENGLISH,DEBATE CLUB
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ARTS SOCIETY,Creative Art Club
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE CLUB,Smarts Media
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,CHRISTIAN SOCIETY,AGAPE CLUB
ST. MARGARET'S SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LIBRARY,na
ST. PATRICK'S SCHOOL,SECONDARY,CLUBS AND SOCIETIES,JOURNALISM BROADCAST,JOURNALISM CLUB
ST. PATRICK'S SCHOOL,SECONDARY,OTHERS,PREFECTORIAL BOARD,na
ST. PATRICK'S SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
ST. PATRICK'S SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
ST. PATRICK'S SCHOOL,SECONDARY,PHYSICAL SPORTS,CRICKET,na
ST. PATRICK'S SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
ST. PATRICK'S SCHOOL,SECONDARY,PHYSICAL SPORTS,SQUASH,na
ST. PATRICK'S SCHOOL,SECONDARY,PHYSICAL SPORTS,TRACK & FIELD,na
ST. PATRICK'S SCHOOL,SECONDARY,PHYSICAL SPORTS,TENNIS,na
ST. PATRICK'S SCHOOL,SECONDARY,PHYSICAL SPORTS,GOLF,na
ST. PATRICK'S SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
ST. PATRICK'S SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
ST. PATRICK'S SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC(AIR),na
ST. PATRICK'S SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
ST. PATRICK'S SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ENSEMBLE
ST. PATRICK'S SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - MILITARY,MILITARY BAND
ST. PATRICK'S SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA
ST. PATRICK'S SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LEGION OF MARY,na
ST. PATRICK'S SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LIBRARY COUNCIL,MEDIA RESOURCE LIBRARY
ST. PATRICK'S SCHOOL,SECONDARY,CLUBS AND SOCIETIES,CHRISTIAN SOCIETY,SOCIETY OF ST. VINCENT DE PAUL
ST. PATRICK'S SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOMM CLUB
ST. STEPHEN'S SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
ST. STEPHEN'S SCHOOL,PRIMARY,PHYSICAL SPORTS,CRICKET,na
ST. STEPHEN'S SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
ST. STEPHEN'S SCHOOL,PRIMARY,PHYSICAL SPORTS,SWIMMING,na
ST. STEPHEN'S SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,TRACK AND FIELD
ST. STEPHEN'S SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
ST. STEPHEN'S SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,BRASS BAND
ST. STEPHEN'S SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,DANCE CLUB
ST. STEPHEN'S SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
ST. STEPHEN'S SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LDDS - ENGLISH,na
ST. STEPHEN'S SCHOOL,PRIMARY,CLUBS AND SOCIETIES,HEALTH AND FITNESS CLUB,FUN AND FITNESS
ST. STEPHEN'S SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,SCIENCE AND GREEN
STAMFORD PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
STAMFORD PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
STAMFORD PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
STAMFORD PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
STAMFORD PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,CUB SCOUTS
STAMFORD PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
STAMFORD PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
STAMFORD PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,OUTDOOR ACTIVITIES CLUB,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (GIRLS)
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL (MIXED)
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL (BOYS)
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL (MIXED)
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TEN-PIN BOWLING,TENPIN BOWLING (BOYS)
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,ST. JOHN BRIGADE
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC(AIR),na
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SWISS WINDS (Command Band of the National Cadet Corps)
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,STUDENT COUNCIL
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE & TECHNOLOGY
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,SWISS NATURALISTS
SWISS COTTAGE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,PUBLICATIONS AND MEDIA CLUB
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CULTURE AND AESTHETICS CLUB,CULTURE PROMOTION CLUB
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,SHOOTING
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,ARCHERY,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,CANOEING/ROWING/DRAGON BOAT,PADDLERS CLUB
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,HOCKEY,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,ROCKWALL CLIMBING,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SQUASH,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TAEKWONDO,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,WUSHU,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FLOORBALL,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,na
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SYMPHONIC BAND
TAMPINES MERIDIAN JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ENGLISH DRAMA
